Me identifico;Tengo;Años de experiencia;Años en la empresa actual;Años en el puesto actual;¿Gente a cargo?;Nivel de estudios alcanzado;Estado;¿Contribuís a proyectos open source?;¿Programás como hobbie?;Lenguajes de programación;Bases de datos;¿Qué SO usás en tu laptop/PC para trabajar?;¿Y en tu celular?;Tipo de contrato;Salario mensual BRUTO (en tu moneda local);Salario mensual NETO (en tu moneda local);¿Qué tan conforme estás con tu sueldo?;Cómo creés que está tu sueldo con respecto al último semestre;Orientación sexual;Cantidad de empleados;¿La recomendás como un buen lugar para trabajar?;¿Cómo calificás las políticas de diversidad e inclusión?;¿A cuántos kilómetros de tu casa queda la oficina?
Hombre;33;10;2;0;6;Universitario;En curso;No;No;;;Windows;Android;Full-Time;46000;38000;3;3;Heterosexual;2001-5000;8;8;7
Hombre;32;10;1;1;0;Universitario;Incompleto;No;No;;IBM Db2, Oracle, Maxdb , hana;Windows;Android;Full-Time;50000;41000;3;3;Heterosexual;51-100;7;7;30
Hombre;26;4;4;4;0;Terciario;Completado;No;Sí;.NET, C#, CSS, HTML, Javascript, SQL;Microsoft Azure (Tables, CosmosDB, SQL, etc), MSSQL;Windows;Android;Full-Time;45000;36000;2;2;Heterosexual;11-50;7;7;11
Mujer;28;0;0;0;0;Terciario;En curso;No;Sí;CSS, HTML, Java, Javascript, SQL;MSSQL;Windows;Android;Full-Time;30000;28000;2;1;Heterosexual;2001-5000;6;4;10
Hombre;32;11;1;1;0;Universitario;Completado;No;No;Java;MySQL;Linux;iOS;Full-Time;54050;42000;2;2;Homosexual;101-200;8;8;5
Hombre;32;15;6;3;0;Terciario;Completado;No;No;;MSSQL, MongoDB, MySQL;Windows;iOS;Full-Time;26000;20000;1;1;Heterosexual;501-1000;1;1;10
Hombre;30;10;0;0;0;Universitario;Completado;Sí;No;;MSSQL;Windows;Android;Full-Time;30000;25000;2;1;Heterosexual;501-1000;8;10;9
Hombre;22;3;1;1;0;Secundario;Completado;No;No;Python;MSSQL, MySQL;Windows;Android;Full-Time;27500;23000;1;1;Heterosexual;11-50;5;5;7
Hombre;40;15;1;1;0;Posgrado;Completado;No;No;C++;;Windows;Android;Full-Time;55000;48000;2;2;Heterosexual;10001+;2;2;30
Mujer;28;3;1;1;0;Universitario;Completado;No;No;;;Windows;iOS;Full-Time;45000;36600;4;3;Heterosexual;201-500;8;6;8
Hombre;37;12;1;6;2;Universitario;Incompleto;No;Sí;.NET, C#, HTML, SQL, VBA;MSSQL, Oracle, SQLite;Windows;Android;Full-Time;66700;52500;2;1;Heterosexual;201-500;6;8;30
Hombre;36;15;2;0;3;Universitario;Incompleto;Sí;Sí;HTML, Javascript, Ruby;Amazon RDS/Aurora, MySQL, Redis, SOLR;Mac OS X;No tengo celular / no es Smartphone;Full-Time;65000;59000;3;2;Heterosexual;1-10;10;10;5
Hombre;34;11;1;11;0;Universitario;Completado;No;No;SQL;MySQL;Mac OS X;iOS;Full-Time;66000;50000;4;3;Heterosexual;101-200;1;8;4
Hombre;23;4;4;4;0;Terciario;En curso;No;Sí;.NET, Groovy, Java, VBA;MySQL, Oracle;Windows;Android;Part-Time;28000;23000;2;2;Heterosexual;101-200;5;7;45
Hombre;35;11;1;7;0;Terciario;Completado;No;Sí;Bash/Shell, HTML, Java, Javascript, Scala, SQL;ElasticSearch, PostgreSQL, Redis;Linux;iOS;Full-Time;80000;56000;2;2;Heterosexual;101-200;10;10;35
Hombre;36;10;5;5;0;Universitario;En curso;No;Sí;Java, Javascript, PHP;MySQL;Linux;Android;Full-Time;70000;54000;3;2;Heterosexual;51-100;6;8;8
Hombre;32;10;0;8;0;Universitario;En curso;Sí;No;Bash/Shell, Java, Python;MariaDB, Redis;Linux;Android;Full-Time;75000;50000;3;3;Heterosexual;10001+;8;8;2
Hombre;32;7;5;2;0;Universitario;En curso;No;No;.NET, C#, CSS, HTML, Javascript, SQL;MSSQL;Windows;Android;Full-Time;68000;51000;2;2;Heterosexual;201-500;7;8;15
Hombre;29;1;4;1;5;Universitario;Incompleto;No;No;.NET, C#, CSS, HTML, Javascript, SQL, TypeScript;Microsoft Azure (Tables, CosmosDB, SQL, etc), MSSQL;Windows;Android;Full-Time;49711;39993;2;1;Heterosexual;1-10;8;8;3
Mujer;38;10;5;0;0;Terciario;Completado;No;Sí;Python;;Linux;Android;Full-Time;37000;30000;3;2;Heterosexual;1001-2000;8;9;1
Hombre;22;4;2;2;0;Universitario;Completado;No;Sí;CSS, HTML, Javascript, PHP, TypeScript;MongoDB, MySQL;Linux;iOS;Full-Time;55000;43000;3;3;Heterosexual;11-50;5;8;5
Mujer;39;14;5;5;0;Doctorado;Completado;No;Sí;.NET, C++, C#, HTML, Java, Javascript, PHP, SQL, Genesys Composer;MSSQL, MySQL, Oracle, PostgreSQL;Linux;Android;Part-Time;36000;29800;2;2;Heterosexual;11-50;8;9;13
Hombre;29;6;2;2;0;Terciario;Completado;No;Sí;Java, Javascript, PHP;MariaDB, MongoDB, MySQL;Windows;iOS;Full-Time;30000;35000;2;2;Heterosexual;201-500;3;2;1
Hombre;27;8;1;1;7;Secundario;Completado;No;Sí;CSS, HTML, Javascript;MongoDB;Mac OS X;iOS;Full-Time;145000;93000;4;3;Heterosexual;201-500;10;8;7
Hombre;37;12;2;2;0;Universitario;Completado;No;No;SQL;MSSQL, Teradata;Windows;Android;Tercerizado (trabajo a través de consultora o agencia);43000;35690;2;3;Heterosexual;501-1000;9;5;20
Hombre;30;11;4;1;0;Secundario;Completado;No;No;;;Mac OS X;Android;Full-Time;50700;40940;4;3;Heterosexual;51-100;9;10;3
Hombre;30;10;4;4;0;Universitario;Incompleto;No;No;Bash/Shell, Javascript, Python;;Linux;Android;Full-Time;70000;50000;3;3;Heterosexual;10001+;8;8;35
Hombre;34;10;3;3;0;Universitario;Completado;Sí;Sí;Java, Javascript, Objective-C, Swift;MariaDB;Mac OS X;iOS;Full-Time;112000;80000;3;3;Heterosexual;10001+;7;4;13
Hombre;39;18;3;3;4;Posgrado;En curso;No;Sí;Javascript, PHP, SQL;MySQL;Linux;Android;Full-Time;80000;69000;2;3;Heterosexual;1-10;6;3;1
Hombre;36;3;1;1;0;Universitario;Incompleto;Sí;No;Bash/Shell, Javascript, Python, SQL;Amazon DynamoDB, Amazon Redshift, ElasticSearch, MariaDB, MongoDB, MySQL, Redis;Mac OS X;Android;Full-Time;83000;68000;3;3;Heterosexual;2001-5000;7;8;8
Hombre;32;5;0;0;0;Posgrado;En curso;No;No;R, SQL;;Windows;Android;Full-Time;58000;48000;3;4;Heterosexual;1001-2000;8;8;12
Hombre;23;1;0;0;0;Universitario;En curso;Sí;Sí;;MSSQL;Windows;No tengo celular / no es Smartphone;Tercerizado (trabajo a través de consultora o agencia);239;21000;3;3;Humane;101-200;8;7;5
Hombre;24;4;2;2;0;Universitario;En curso;No;Sí;Java, Javascript, Kotlin, Ruby;MySQL;Linux;Android;Full-Time;85000;67000;3;2;Heterosexual;51-100;7;6;1
Hombre;27;4;2;2;0;Universitario;Completado;Sí;Sí;C#, Javascript, PHP, SQL, VBA;MSSQL, MySQL;Windows;Android;Full-Time;72000;60000;4;3;Heterosexual;1001-2000;10;10;15
Hombre;40;10;3;3;0;Universitario;Incompleto;No;No;CSS, HTML, Javascript, PHP;;Mac OS X;iOS;Full-Time;60000;45000;3;3;Heterosexual;11-50;7;5;2
Hombre;35;12;3;3;0;Secundario;Completado;No;No;;Microsoft sql server;Windows;Android;Full-Time;30000;24000;2;2;Heterosexual;2001-5000;3;3;10
Hombre;32;10;0;3;0;Posgrado;Completado;No;Sí;Java, Javascript, Kotlin, Python, Scala, TypeScript;ElasticSearch, MariaDB, MongoDB, MySQL, PostgreSQL;Linux;Android;Full-Time;65000;49000;3;4;Heterosexual;1-10;9;9;5
Hombre;29;3;0;3;5;Universitario;En curso;No;Sí;;MSSQL, MySQL, Oracle;Windows;Android;Full-Time;40000;33200;2;2;Heterosexual;201-500;9;10;7
Hombre;52;10;2;2;40;Universitario;Incompleto;No;Sí;;;Windows;Android;Full-Time;75000;60000;2;3;Heterosexual;201-500;9;9;-1
Hombre;33;4;2;0;0;Universitario;Completado;No;No;SQL;Amazon Redshift;Windows;Android;Full-Time;72000;57000;3;3;Heterosexual;5001-10000;8;5;1
Hombre;70;20;1;20;5;Universitario;Completado;Sí;Sí;Bash/Shell, CSS, HTML, Java, Javascript;Cassandra, IBM Db2, MongoDB, MySQL, Oracle, PostgreSQL;Linux;Android;Full-Time;90000;70000;3;3;Heterosexual;51-100;9;9;30
Hombre;29;9;1;1;7;Universitario;Completado;No;No;CSS, HTML, Javascript, .;.;Windows;Android;Tercerizado (trabajo a través de consultora o agencia);55000;43000;2;2;Heterosexual;10001+;6;8;10
Hombre;31;10;3;3;1;Universitario;En curso;Sí;Sí;Bash/Shell, C, C++, Java, Javascript, Perl, PHP, Python, Ruby;MySQL, PostgreSQL, SQLite;Linux;Android;Full-Time;29000;24000;2;1;Heterosexual;11-50;7;6;1
Hombre;44;15;4;6;0;Universitario;Incompleto;Sí;No;;;Windows;iOS;Full-Time;51000;41000;2;2;Heterosexual;201-500;6;6;2
Mujer;44;0;1;0;1;Universitario;En curso;No;No;Ninguno;;Windows;Android;Full-Time;29000;24000;1;2;Heterosexual;11-50;4;9;1
Hombre;39;15;11;11;5;Universitario;Incompleto;Sí;No;Bash/Shell;MariaDB;Mac OS X;iOS;Full-Time;100000;65000;4;3;Heterosexual;1-10;7;10;5
Hombre;26;4;0;0;0;Universitario;Incompleto;No;Sí;ABAP;;Windows;Android;Full-Time;40000;33000;2;2;Heterosexual;201-500;8;5;12
Hombre;44;18;2;1;0;Terciario;Incompleto;No;Sí;C#, VBA;Oracle;Windows;Android;Full-Time;42000;34860;1;1;Heterosexual;201-500;1;8;10
Mujer;31;10;0;0;0;Posgrado;Completado;No;No;;;Mac OS X;iOS;Full-Time;110000;;3;4;Heterosexual;101-200;9;7;8
Hombre;20;0;3;3;0;Secundario;Completado;No;Sí;.NET, ABAP, Java, SQL;MySQL, Oracle;Windows;Android;Full-Time;25000;22000;3;3;Heterosexual;1-10;8;9;20
Hombre;29;8;1;1;0;Universitario;Completado;Sí;Sí;Java;PostgreSQL;Mac OS X;Android;Full-Time;96500;65000;3;2;Heterosexual;201-500;3;8;7
Mujer;35;7;5;5;0;Terciario;Completado;Sí;No;CSS, HTML, Java, Javascript, PHP;Apache HBase, Apache Hive, Google Cloud Storage, MySQL;Windows;Android;Full-Time;32000;27800;2;1;Heterosexual;51-100;5;6;4
Hombre;30;10;7;4;0;Universitario;Completado;Sí;Sí;Java, Scala;Cassandra, ElasticSearch, MySQL, Percona XtraBackup, Redis;Mac OS X;Android;Full-Time;96800;71700;3;4;Heterosexual;2001-5000;8;8;35
Hombre;28;3;1;1;1;Terciario;En curso;No;No;Bash/Shell, HTML, Java, Javascript, Python;MySQL, SQLite;Linux;Android;Full-Time;38000;32000;2;1;Heterosexual;1001-2000;7;10;60
Hombre;34;10;0;0;0;Universitario;Incompleto;No;No;.NET, Bash/Shell, SQL;MSSQL, MongoDB, MySQL, PostgreSQL;Windows;iOS;Full-Time;70000;55000;4;4;Heterosexual;51-100;9;9;10
Hombre;30;8;0;0;1;Universitario;Completado;No;Sí;.NET, C#, CSS, HTML, Javascript;MSSQL, MySQL;Windows;Android;Full-Time;55000;46000;1;1;Heterosexual;101-200;5;2;14
Hombre;30;8;1;1;0;Universitario;Incompleto;No;No;C++, Groovy, HTML, Java, Javascript, Perl, Python;Apache Hive, PostgreSQL;Mac OS X;iOS;Full-Time;79547;57860;4;3;Heterosexual;201-500;5;5;12
Hombre;42;8;2;2;0;Universitario;Completado;No;No;Java, Kotlin;;Linux;Android;Remoto (empresa de otro país);150000;75000;3;3;Heterosexual;1-10;6;6;-1
Hombre;22;3;0;0;0;Terciario;En curso;No;Sí;.NET, C#, Delphi;SQL Server;Windows;Android;Full-Time;26000;21500;3;3;Heterosexual;201-500;9;10;13
Hombre;24;5;1;1;0;Universitario;En curso;No;Sí;Bash/Shell, Groovy, Java, Javascript, Python;Cassandra, PostgreSQL;Mac OS X;Android;Full-Time;88000;64000;3;2;Heterosexual;201-500;8;10;3
Mujer;28;6;2;0;5;Universitario;Completado;No;No;;;Mac OS X;iOS;Full-Time;98768;70694;4;4;Heterosexual;201-500;10;7;4
Hombre;40;20;0;10;0;Universitario;Incompleto;No;No;PHP, TypeScript;MySQL, Redis;Mac OS X;Android;Full-Time;83000;68000;3;3;Heterosexual;11-50;7;9;30
Hombre;36;8;7;2;5;Universitario;Completado;No;No;.NET, C#, CSS, HTML, Javascript, SQL;MSSQL;Windows;Android;Full-Time;50000;40000;4;3;Heterosexual;11-50;8;9;3
Hombre;32;4;1;1;0;Universitario;Incompleto;No;Sí;Bash/Shell, C++, Java, Perl;Oracle, Sybase;Windows;Android;Tercerizado (trabajo a través de consultora o agencia);38000;32000;1;1;Heterosexual;2001-5000;1;7;10
Hombre;27;5;0;1;0;Universitario;En curso;No;No;ABAP;;Windows;iOS;Full-Time;75000;60000;3;3;Heterosexual;51-100;7;7;5
Mujer;34;12;4;4;6;Posgrado;Completado;Sí;No;;;Mac OS X;iOS;Freelance;180000;130000;2;2;Heterosexual;1-10;8;9;5
Mujer;26;3;3;1;0;Universitario;En curso;No;No;.NET, C#, SQL;MSSQL;Windows;Android;Part-Time;24000;20000;1;1;Bisexual o queer;101-200;3;5;12
Hombre;36;10;6;5;2;Terciario;Completado;No;No;Bash/Shell;ElasticSearch, Google Cloud Storage, MSSQL, MongoDB, MySQL, PostgreSQL;Linux;Android;Full-Time;66000;52300;2;2;Heterosexual;101-200;7;10;5
Hombre;25;3;0;0;0;Universitario;Completado;No;No;.NET, C#, CSS, HTML, Javascript, SQL;MSSQL;Windows;Android;Full-Time;26000;21000;1;1;Heterosexual;51-100;9;9;2
Hombre;22;3;0;0;0;Terciario;Completado;No;Sí;Go, Groovy, HTML, Java, Javascript, SQL;ElasticSearch, MySQL;Mac OS X;Android;Full-Time;47000;37000;2;2;Heterosexual;2001-5000;10;10;56
Hombre;25;1;1;1;0;Terciario;En curso;No;Sí;HTML, Java, Javascript, TypeScript;Oracle;Windows;Android;Full-Time;30000;24900;2;1;Heterosexual;201-500;8;6;20
Hombre;20;2;0;0;0;Universitario;En curso;Sí;Sí;CSS, HTML, Javascript, TypeScript, SCSS;MongoDB, MySQL;Windows;Android;Full-Time;30000;24900;2;1;Heterosexual;5001-10000;7;10;21
Hombre;30;10;0;8;1;Terciario;Incompleto;No;No;;;Windows;iOS;Full-Time;60000;49000;4;4;Heterosexual;51-100;10;10;15
Hombre;39;10;1;1;0;Terciario;Incompleto;No;No;Bash/Shell, HTML, Perl;Informix, Oracle, PostgreSQL;Windows;Android;Full-Time;41000;345;2;2;Heterosexual;201-500;6;9;4
Hombre;23;5;0;0;0;Universitario;En curso;No;Sí;.NET, Bash/Shell, C#, CSS, HTML, Javascript;Microsoft Azure (Tables, CosmosDB, SQL, etc);Windows;Android;Part-Time;37000;31000;3;1;Heterosexual;101-200;6;4;8
Hombre;30;10;2;2;0;Secundario;Completado;No;No;CSS, HTML, Javascript;;Mac OS X;Android;Full-Time;46200;34500;2;2;Heterosexual;2001-5000;8;8;30
Hombre;35;18;1;5;0;Universitario;En curso;Sí;Sí;Bash/Shell, C++, CSS, Go, Groovy, Java, Javascript, Objective-C, Python;Amazon DynamoDB, ElasticSearch, Google Cloud Storage, MariaDB, MySQL, Redis;Linux;iOS;Full-Time;105000;63000;3;3;Heterosexual;201-500;10;10;12
Hombre;35;10;4;4;0;Universitario;Incompleto;No;Sí;Go, HTML, Javascript, PHP, TypeScript;MariaDB, MongoDB, MySQL, PostgreSQL, Redis;Linux;Android;Full-Time;47000;40000;1;1;Heterosexual;51-100;6;1;30
Hombre;39;15;5;4;0;Terciario;Completado;No;No;C++, C#, CSS, HTML, Java, Javascript, Smalltalk, SQL, VBA;Cassandra, ElasticSearch, Google Cloud Storage, IBM Db2, MSSQL, MongoDB, MySQL, Oracle, PostgreSQL, SQLite;Windows;Android;Full-Time;120000;66000;1;2;Heterosexual;2001-5000;7;7;25
Mujer;30;3;1;1;0;Universitario;Completado;No;No;;;Linux;Android;Full-Time;42000;36000;3;2;Heterosexual;51-100;3;2;0
Mujer;38;14;3;3;0;Universitario;Completado;No;No;;;Windows;Android;Full-Time;52000;45000;2;3;Heterosexual;201-500;6;4;20
Mujer;30;10;5;0;8;Universitario;Completado;No;No;;;Windows;Android;Full-Time;70000;50000;3;3;Heterosexual;501-1000;8;10;4
Hombre;23;1;1;1;0;Universitario;En curso;No;No;.NET, C#, TypeScript;MySQL;Windows;iOS;Full-Time;29500;24800;2;2;Heterosexual;201-500;7;8;15
Hombre;35;10;8;1;3;Terciario;Completado;No;No;CSS, HTML, Java;MSSQL, MySQL;Windows;Android;Full-Time;60000;5000;2;1;Heterosexual;1001-2000;7;8;15
Hombre;29;5;2;2;0;Terciario;Completado;Sí;No;.NET, HTML, Java, PHP, SQL;Apache HBase, ElasticSearch, MariaDB, MySQL, SQLite;Linux;Android;Full-Time;36;30;2;2;Heterosexual;201-500;8;8;10
Mujer;28;4;0;0;0;Universitario;Completado;No;No;SQL;MSSQL;Windows;Android;Tercerizado (trabajo a través de consultora o agencia);35000;29050;2;1;Heterosexual;11-50;5;5;12
Mujer;29;0;0;0;0;Universitario;Completado;No;Sí;CSS, HTML, Javascript;MongoDB;Mac OS X;Android;Full-Time;32000;25000;2;1;Heterosexual;201-500;6;6;7
Hombre;45;19;0;0;0;Universitario;Incompleto;Sí;No;Bash/Shell, PHP, Python;MariaDB, MySQL;Linux;Android;Remoto (empresa de otro país);260000;260000;3;4;Heterosexual;101-200;8;10;-1
Hombre;25;6;2;5;0;Universitario;Incompleto;No;No;HTML, SQL;MSSQL, MySQL, Oracle, PostgreSQL;Windows;Android;Full-Time;50800;44000;3;2;Heterosexual;51-100;8;9;34
Hombre;26;5;2;1;0;Universitario;En curso;Sí;Sí;.NET, C#, Go, Javascript, SQL, TypeScript;ElasticSearch, MSSQL, MongoDB, PostgreSQL, Redis;Mac OS X;Android;Full-Time;112000;79000;3;4;Heterosexual;51-100;2;1;2
Mujer;44;15;0;0;0;Posgrado;En curso;No;No;;;Windows;Android;Full-Time;90000;65000;4;3;Heterosexual;2001-5000;7;5;15
Mujer;33;10;4;4;6;Posgrado;Completado;No;No;;;Mac OS X;iOS;Freelance;180000;180000;3;3;Heterosexual;1-10;10;10;-1
Hombre;33;12;0;0;6;Universitario;Completado;No;No;;;Mac OS X;iOS;Full-Time;138000;98000;2;2;Heterosexual;11-50;8;5;12
Hombre;40;15;5;1;2;Terciario;Completado;No;No;Python;Cassandra, Google Cloud Storage, MSSQL, MySQL, Redis, SQLite;Linux;Android;Full-Time;55000;42000;2;2;Heterosexual;11-50;7;8;6
Hombre;43;15;15;15;0;Universitario;En curso;Sí;Sí;.NET, C++, C#, HTML, Java, PHP, Python;Microsoft Azure (Tables, CosmosDB, SQL, etc), MSSQL, MySQL, SQLite;Windows;Android;Full-Time;51000;43000;3;2;Heterosexual;10001+;10;10;10
Hombre;51;29;2;15;15;Universitario;Incompleto;No;Sí;ABAP, ActionScript, Bash/Shell, C#, HTML, Java, Javascript, PHP, Python, SQL;Amazon DynamoDB, Cassandra, ElasticSearch, IBM Db2, Informix, MariaDB, Microsoft Azure (Tables, CosmosDB, SQL, etc), MSSQL, MongoDB, MySQL, Oracle, PostgreSQL, SQLite;Windows;Android;Full-Time;49700;41250;2;2;Heterosexual;201-500;8;7;6
Mujer;38;10;8;1;0;Terciario;Completado;No;No;CSS, HTML, Javascript, SQL;Oracle;Windows;Android;Full-Time;37400;31000;1;1;Heterosexual;10001+;5;8;400
Hombre;28;4;4;1;0;Universitario;En curso;No;No;.NET, Bash/Shell, C#, HTML, Javascript, Objective-C, Python, SQL, Swift, TypeScript;MSSQL, MongoDB, MySQL, PostgreSQL, Redis, SQLite;Linux;Android;Part-Time;46500;38200;2;1;Heterosexual;101-200;6;5;7
Mujer;24;0;0;0;0;Universitario;En curso;No;No;Python;Microsoft Azure (Tables, CosmosDB, SQL, etc), PostgreSQL;Windows;Android;Full-Time;28000;22000;3;3;Heterosexual;10001+;9;7;4
Hombre;32;7;2;2;0;Universitario;Completado;No;Sí;C++;;Windows;Android;Full-Time;58022;47080;4;3;Heterosexual;501-1000;7;7;15
Hombre;30;12;0;8;15;Universitario;Incompleto;No;No;;;Windows;iOS;Full-Time;44900;37600;3;2;Heterosexual;101-200;8;10;5
Hombre;31;6;2;2;1;Terciario;Completado;No;Sí;CSS, HTML, Javascript, TypeScript;MongoDB;Windows;Android;Full-Time;48000;40000;2;1;Heterosexual;501-1000;6;2;10
Hombre;33;15;2;1;0;Universitario;Completado;No;Sí;;;Mac OS X;Android;Full-Time;100000;610000;2;2;Heterosexual;201-500;3;1;5
Hombre;30;9;3;3;0;Universitario;Incompleto;No;No;SQL;Amazon Redshift, MySQL, Oracle, PostgreSQL;Windows;iOS;Full-Time;67000;52700;3;3;Heterosexual;2001-5000;9;9;52
Mujer;37;13;3;0;2;Terciario;Completado;No;No;CSS, HTML, Javascript, SQL;PostgreSQL;Linux;Android;Full-Time;53000;43000;2;3;Bisexual o queer;1-10;9;10;11
Hombre;37;20;0;0;0;Universitario;Incompleto;No;Sí;.NET, C#, CSS, Javascript, SQL, Delphi;MSSQL;Windows;Android;Full-Time;78120;648396;3;3;Heterosexual;201-500;10;9;5
Hombre;32;12;7;4;3;Terciario;Completado;No;Sí;.NET, Assembler, Bash/Shell, C#, CSS, Groovy, HTML, Java, Ruby, SQL;MSSQL, MongoDB, MySQL, Oracle, PostgreSQL, SQLite;Mac OS X;iOS;Full-Time;125000;90000;4;4;Heterosexual;11-50;9;10;20
Mujer;36;5;2;2;0;Universitario;En curso;Sí;No;Java, SQL;Oracle;Windows;Android;Full-Time;45000;33000;2;2;Heterosexual;51-100;5;5;30
Hombre;45;20;10;10;0;Universitario;Incompleto;No;No;;;Windows;Android;Full-Time;5222;432;2;2;Heterosexual;1001-2000;9;9;15
Hombre;36;11;1;10;0;Universitario;Incompleto;No;No;Bash/Shell, C;;Windows;Android;Full-Time;70000;56000;3;3;Heterosexual;1001-2000;9;8;30
Hombre;35;11;4;4;0;Universitario;Incompleto;No;Sí;CSS, HTML, Javascript;;Windows;Android;Full-Time;27800;23100;2;2;Heterosexual;5001-10000;5;8;-1
Mujer;41;15;7;1;3;Posgrado;Completado;No;No;;;Windows;iOS;Full-Time;75000;48000;2;2;Heterosexual;101-200;6;7;1
Mujer;25;0;0;0;0;Universitario;En curso;No;Sí;CSS, HTML, Javascript;MongoDB;Windows;Android;Full-Time;30100;25000;3;3;Bisexual o queer;11-50;8;7;30
Hombre;35;15;4;4;3;Terciario;Completado;Sí;Sí;Java, Kotlin, Dart;SQLite;Mac OS X;iOS;Full-Time;105000;74000;2;1;Heterosexual;51-100;8;10;10
Hombre;36;10;6;4;4;Posgrado;En curso;No;No;Bash/Shell, SQL;Oracle;Windows;Android;Full-Time;90000;680000;1;2;Heterosexual;201-500;6;3;4
Mujer;37;11;7;4;8;Posgrado;Completado;Sí;No;R;;Linux;Android;Full-Time;200000;130000;4;4;Heterosexual;1-10;10;10;1
Hombre;27;8;3;1;0;Secundario;Completado;No;Sí;Go, Java, Javascript, PHP, Python;Amazon DynamoDB, Amazon RDS/Aurora, ElasticSearch, MongoDB, MySQL, Redis;Mac OS X;Android;Full-Time;82000;58000;3;2;Heterosexual;201-500;6;8;13
Mujer;29;3;2;2;0;Universitario;Completado;Sí;No;C++, HTML, Javascript, PHP, Python, R, SQL;Apache Hive, MySQL, Oracle;Windows;No tengo celular / no es Smartphone;Full-Time;17000;14500;1;1;Heterosexual;1001-2000;3;5;8
Hombre;33;10;3;1;0;Secundario;Completado;No;Sí;Bash/Shell, Go, Perl, Python, SQL;ElasticSearch, MySQL;Windows;Android;Full-Time;51000;41000;3;2;Heterosexual;10001+;7;8;1
Mujer;30;12;1;1;0;Universitario;Incompleto;Sí;No;;;Mac OS X;iOS;Full-Time;72346;50000;2;3;Heterosexual;201-500;7;7;4
Hombre;33;7;1;1;2;Universitario;Incompleto;No;Sí;Bash/Shell, PHP, SQL;MySQL;Linux;iOS;Full-Time;45000;37000;2;2;Heterosexual;11-50;7;8;3
Hombre;26;3;0;2;0;Universitario;Incompleto;No;No;.NET, C#, Java, Javascript, SQL;;Windows;Android;Full-Time;37000;30600;2;2;;501-1000;5;5;4
Hombre;51;32;7;7;0;Posgrado;Completado;Sí;Sí;C, C++, Java;SQLite;Windows;Android;Full-Time;87000;65000;2;1;Heterosexual;51-100;5;3;20
Hombre;48;26;18;6;10;Universitario;Incompleto;No;No;Java, Javascript, Python, shell scripting;Oracle;Mac OS X;Android;Full-Time;116000;72000;2;2;Heterosexual;1001-2000;9;9;10
Hombre;29;9;3;1;0;Terciario;Incompleto;No;No;;MSSQL, MySQL;Windows;Android;Full-Time;58000;47000;3;3;Heterosexual;501-1000;9;10;20
Hombre;39;20;6;5;5;Universitario;Completado;No;No;Java;;Linux;Android;Full-Time;58000;;2;2;;11-50;6;10;10
Hombre;23;3;0;0;0;Universitario;En curso;No;No;Python, SQL;Amazon Redshift, Amazon RDS/Aurora, ElasticSearch, PostgreSQL;Mac OS X;iOS;Full-Time;28915;24000;3;2;Heterosexual;11-50;9;9;5
Hombre;28;5;1;1;0;Universitario;En curso;No;No;;;Windows;iOS;Full-Time;55000;42000;2;2;Homosexual;10001+;8;8;10
Hombre;35;11;3;0;0;Universitario;Completado;No;No;SQL;Teradata;Windows;Android;Full-Time;44000;36000;1;1;Heterosexual;101-200;7;10;15
Mujer;32;9;2;2;0;Universitario;Incompleto;No;No;;;Mac OS X;iOS;Full-Time;90000;67000;3;3;Heterosexual;201-500;9;9;5
Mujer;24;1;1;1;0;Terciario;Incompleto;No;No;.NET, C#, CSS, HTML, Javascript, SQL;Microsoft Azure (Tables, CosmosDB, SQL, etc);Windows;Android;Full-Time;26000;21500;1;1;Heterosexual;10001+;9;10;5
Hombre;26;4;4;0;0;Universitario;Completado;No;Sí;.NET, C#, CSS, HTML, Javascript, SQL, TypeScript;MSSQL;Linux;Android;Full-Time;66500;52500;3;3;Heterosexual;201-500;8;10;4
Hombre;35;4;4;4;0;Universitario;Completado;No;Sí;Bash/Shell, C, HTML, Perl, PHP, Python;MariaDB;Windows;Android;Full-Time;50000;40000;2;2;Heterosexual;5001-10000;7;5;20
Mujer;29;3;1;3;0;Universitario;Completado;No;No;CSS, HTML, Javascript, PHP;MySQL;Windows;Android;Full-Time;37000;30000;1;1;Heterosexual;51-100;2;2;6
Hombre;32;1;0;1;0;Terciario;Completado;No;No;CSS, HTML, Java, Javascript, PHP, SQL;MSSQL;Windows;Android;Part-Time;25000;20000;2;1;Heterosexual;51-100;6;6;15
Mujer;31;6;3;0;0;Universitario;Completado;No;No;ABAP, Java, Python;;Linux;Android;Full-Time;66500;55200;3;3;Heterosexual;51-100;8;10;3
Hombre;45;20;6;3;6;Universitario;Incompleto;No;No;;;Linux;Android;Full-Time;70000;55000;2;3;Heterosexual;1001-2000;4;8;20
Hombre;34;15;0;0;0;Universitario;Completado;No;No;.NET, Bash/Shell, C#, CSS, HTML, Javascript;Oracle;Windows;Android;Full-Time;52000;37700;2;2;Heterosexual;101-200;5;7;15
Hombre;37;10;0;0;0;Terciario;Completado;No;No;;;Windows;iOS;Remoto (empresa de otro país);52000;49000;4;4;Homosexual;101-200;10;10;-1
Hombre;39;16;1;1;0;Universitario;Incompleto;No;No;Javascript;Amazon DynamoDB;Linux;Android;Remoto (empresa de otro país);122628;122628;4;4;Heterosexual;51-100;10;10;5
